fullvisitorId,visitNumber,customerPath,eventCount
1713847086511016991,1," Landingshopbycategory, basket, productpageshopbycategory, basket, home, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",14
1722480716347032461,3," Landingquickview, basket, productbrowsequickview, productbrowseshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",11
1727715375435944327,4," Landingshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, home, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",46
1741172694620038876,1," Landingshopbybrand, productbrowsequickview, productbrowseshopbybrand, productbrowseshopbybrand, productbrowsequickview, productpageshopbycategory, productbrowseshopbybrand, productbrowsequickview, productpageshopbycategory, productbrowseshopbybrand, productbrowsequickview, productpageshopbycategory, productbrowseshopbybrand, productbrowsequickview, productbrowseshopbybrand, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, productpageshopbycategory, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",36
1751309915031023278,6," Landing, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",15
1761084588077503545,1," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",27
1762540039573649288,2," Landing, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",11
1766574900434071803,1," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",14
1774472718303082739,3," Landingshopbycategory, store, productbrowseshopbycategory, basket, search, searchsearch quickview, search, searchsearch quickview, productpageshopbycategory, search, searchsearch quickview, productpageshopbycategory, search, productpageshopbycategory, searchsearch quickview, productpageshopbycategory, search, searchsearch quickview, search, searchsearch quickview, productpageshopbycategory, productbrowseshopbycategory, singin, register, store, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",39
1785770568670204175,4," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",15
1790630358090197146,2," Landing, singin, store, productpageshopbycategory, wishlist, productpageshopbycategory, productpageshopbycategory, wishlist, productpageshopbycategory, wishlist, productpageshopbycategory, wishlist, productpageshopbycategory, wishlist, basket, wishlist, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, basket, wishlist, productbrowseshopbycategory, productbrowsequickview, basket, home, basket, yourinfo, payment, revieworder, ordercomplete",42
1804930412747691262,3," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
1835132804289989526,4," Landingshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, payment, yourinfo, payment, revieworder, ordercomplete",17
1835132804289989526,9," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, productbrowseshopbycategory, productpageshopbycategory, productpageshopbycategory, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",15
1842106171508051051,1," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productpageshopbycategory, basket, singin, yourinfo, payment, storepolicies, productbrowseshopbycategory, productbrowseshopbycategory, payment, ordercomplete",15
186231215995844689,3," Landing, revieworder, ordercomplete",3
1863054289029276927,6," Landing, productpageshopbycategory, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
1868405397995157975,1," Landing, productbrowseshopbycategory, store, home, store, home, basket, singin, register, store, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productpageshopbycategory, basket, yourinfo, payment, ordercomplete",21
1875268638592946287,1," Landingshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",10
190492934318255272,3," Landing, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",8
1921325710867532207,4," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",13
1922510765164338251,1," Landing, productbrowseshopbycategory, home, productbrowseshopbycategory, store, storestore quickview, store, storestore quickview, store, storestore quickview, store, basket, storepolicies, storepolicies, singin, basket, yourinfo, payment, revieworder, basket, yourinfo, payment, revieworder, ordercomplete",24
1931486566224793189,3," Landing, singin, register, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",17
1931723981901564088,1," Landing, singin, myaccount, myaccount, productbrowseshopbycategory, productbrowseshopbycategory, store, storestore quickview, store, storestore quickview, basket, yourinfo, payment, yourinfo, payment, revieworder, ordercomplete",17
1947343681843355858,2," Landingshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, singin, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",17
195434588004709231,1," Landing, basket, store, basket, productpageshopbycategory, basket, productpageshopbycategory, productbrowseshopbybrand, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",24
1958192249642375634,1," Landing, search, searchsearch quickview, productpageshopbycategory, search, searchsearch quickview, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",14
1958518504412290611,1," Landing, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",11
1973279275238171732,2," Landing, productpageshopbycategory, home, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",14
1973770164859106217,2," Landing, ordercomplete",2
1996186587769697436,2," Landingshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbybrand, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",26
1999942187402858600,2," Landingshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",27
2017396058039056855,1," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, productbrowseshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",13
2024172620398136134,2," Landingshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, productpageshopbycategory, basket, singin, register, store, productbrowseshopbycategory, basket, yourinfo, payment, ordercomplete",14
2034812653909210223,2," Landing, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, home, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",33
2049749565428127211,3," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",9
2084416927014276438,1," Landing, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productpageshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",25
2105122376016897629,20," Landing, basket, home, basket, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, basket, yourinfo, payment, yourinfo, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",38
2118556556010692812,3," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
2122547835443026286,3," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",12
2134229956335427014,1," Landing, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productpageshopbycategory, basket, yourinfo, payment, basket, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",22
2144335436738770147,3," Landing, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, yourinfo, payment, revieworder, basket, yourinfo, payment, revieworder, ordercomplete",24
2155115683587711916,1," Landing, store, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, yourinfo, basket, yourinfo, payment, revieworder, ordercomplete",18
2158257269735455737,2," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbybrand, productpageshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",36
2158257269735455737,4," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbybrand, basket, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, yourinfo, payment, revieworder, payment, basket, yourinfo, payment, revieworder, orde",46
2158257269735455737,8," Landing, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, basket, singin, yourinfo, payment, revieworder, ordercomplete",18
2163555648381499404,1," Landing, productbrowseshopbycategory, home, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",33
217143916288493658,1," Landingshopbycategory, singin, register, basket, store, basket, yourinfo, payment, revieworder, ordercomplete",10
2178459566193458788,1," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, productbrowseshopbycategory, productbrowsequickview, basket, yourinfo, payment, revieworder, ordercomplete",31
2199373686188473715,1," Landingshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, basket, yourinfo, payment, revieworder, ordercomplete",17
22078954710203778,1," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, sto",58
2219981041933608843,1," Landing, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, store, storestore quickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, store, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",20
2224572703195879390,4," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
2249724102559347990,5," Landingshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",12
2256968435490294758,2," Landing, productbrowseshopbycategory, productpageshopbycategory, basket, productbrowseshopbybrand, home, productbrowseshopbybrand, basket, singin, yourinfo, payment, revieworder, ordercomplete",13
2264010855758956307,2," Landing, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",11
2266837403735683845,6," Landingshopbycategory, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",9
2271817805906914184,1," Landing, search, searchsearch quickview, basket, singin, yourinfo, payment, ordercomplete",8
2287406421504796570,9," Landing, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, basket, singin, yourinfo, payment, revieworder, ordercomplete",16
2302897932992284309,1," Landing, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",17
2308631730639284715,1," Landingshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",29
2314697698664321051,1," Landing, basket, singin, home, singin, store, basket, myaccount, myaccount, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, yourinfo, payment, revieworder, ordercomplete",24
2338178303528914061,31," Landing, productbrowseshopbycategory, store, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
2348681849763325965,6," Landing, productbrowseshopbycategory, productbrowsequickview, home, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",22
2352548628524812063,10," Landing, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, basket, yourinfo, payment, revieworder, ordercomplete",11
235352179583924900,1," Landing, productbrowseshopbycategory, store, productbrowseshopbycategory, store, storestore quickview, productpageshopbycategory, store, productbrowseshopbycategory, store, productbrowseshopbycategory, productbrowsequickview, basket, storepolicies, basket, productpageshopbycategory, basket, singin, register, basket, store, basket, yourinfo, payment, revieworder, ordercomplete",26
2354405029601095288,2," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",11
2364782563241908647,1," Landingshopbycategory, home, productbrowseshopbycategory, store, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, basket, yourinfo, payment, revieworder, ordercomplete",19
2366243354794689639,4," Landingshopbycategory, productbrowseshopbybrand, productpageshopbycategory, productbrowseshopbybrand, productbrowsequickview, productpageshopbycategory, productbrowseshopbybrand, productbrowsequickview, basket, singin, yourinfo, payment, revieworder, ordercomplete",14
2367296881084974931,1," Landingshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",13
2377126524987232945,4," Landing, store, productpageshopbycategory, singin, store, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowseshopbycategory, basket, productbrowseshopbycategory, productpageshopbycategory, basket, productbrowseshopbycategory, yourinfo, payment, basket, yourinfo, payment, revieworder, ordercomplete",37
238925310298938861,6," Landing, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbybrand, productpageshopbycategory, basket, productbrowseshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, basket, yourinfo, payment, revieworder, ordercomplete",40
2396255136764683002,2," Landingshopbycategory, productbrowsequickview, productpageshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, search, searchsearch quickview, basket, search, searchsearch quickview, productpageshopbycategory, search, searchsearch quickview, basket, search, productpageshopbycategory, basket, home, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, register, store, singin, basket, yourinfo, payment, revieworder, ordercomplete",47
240359488343865855,7," Landingshopbycategory, productpageshopbycategory, productpageshopbycategory, productpageshopbycategory, productpageshopbycategory, basket, productpageshopbycategory, home, search, searchsearch quickview, productpageshopbycategory, store, storestore quickview, productpageshopbycategory, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",20
2426971819031028277,1," Landing, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",7
2433182968898386515,1," Landing, productbrowseshopbycategory, productbrowsequickview, home, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, basket, singin, register, store, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",24
2438001988287339845,1," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, payment, yourinfo, basket, yourinfo, payment, revieworder, ordercomplete",24
2439011587487738686,1," Landing, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",16
2440774884535248016,1," Landingshopbycategory, productbrowsequickview, basket, singin, yourinfo, payment, revieworder, ordercomplete",8
2459432206617896206,1," Landingshopbycategory, home, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbybrand, productpageshopbycategory, basket, singin, yourinfo, payment, ordercomplete",16
2491238829943520906,1," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, basket, singin, basket, yourinfo, payment, yourinfo, payment, revieworder, ordercomplete",14
2494927659578259711,1," Landing, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbybrand, store, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",18
2522954230696043073,1," Landingshopbycategory, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",9
2527677375017653674,2," Landing, store, storestore quickview, productbrowseshopbycategory, productbrowseshopbybrand, productbrowseshopbycategory, productbrowsequickview, basket, productpageshopbycategory, basket, productpageshopbycategory, store, basket, yourinfo, payment, revieworder, ordercomplete",17
2533769468325451038,2," Landing, productbrowseshopbycategory, productbrowsequickview, basket, store, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, revieworder, ordercomplete",17
2551061282285178751,1," Landingshopbycategory, productbrowsequickview, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",10
2557544565676711160,2," search, searchsearch quickview, productpageshopbycategory, search, searchsearch quickview, basket, search, searchsearch quickview, basket, search, searchsearch quickview, basket, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",20
2584510701660360932,1," Landing, productbrowseshopbycategory, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",10
2590088265600782267,7," Landing, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, basket, yourinfo, payment, revieworder, ordercomplete",12
2610708601231231422,10," Landing, productbrowseshopbycategory, productbrowsequickview, basket, productbrowseshopbycategory, basket, yourinfo, payment, yourinfo, basket, yourinfo, payment, revieworder, ordercomplete",14
2616271879571385041,3," Landing, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, basket, singin, basket, productpageshopbycategory, productpageshopbycategory, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",39
261669143599587910,1," Landingshopbycategory, productbrowsequickview, home, productbrowseshopbybrand, productbrowsequickview, productpageshopbycategory, basket, singin, register, store, basket, yourinfo, payment, ordercomplete",14
2618807484848182971,6," Landing, store, basket, storepolicies, basket, singin, register, basket, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, productpageshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowseshopbycategory, productbrowsequickview, basket, productpageshopbycategory, basket, yourinfo, payment, revieworder, ordercomplete",28
